content,score,categories,sentiment
"My experience is actually with the driver not the apps. The apps is fine. I have a catering business and most of the time the driver I got, they feel like they are the boss or somesort with excuses that I found most common are ""Gak ada pulsa"". So everytime the driver reach their destination they will ask me to call the person to open the gate for them! And they won't even bother to knock the gate first or at least try to push the bell for godsake. It's really getting on my nerve lately.",2,negatif,0
Too much pay,2,negatif,0
"I've updated the app and somehow I can't pay gocar with gopay, only credit card or cash. I'm not sure what happened, but it's really inconvenient.",2,negatif,0
I need gojek lite please! which suitable for my basic needs & every phone OS,2,negatif,0
"Too many times the driver wont take orders, especially at critical times when i needed the most. Also so many driver cancelled order without any explanation. Please fix this, i will change my review if this issue are fixed",2,negatif,0
"So after reading some of the reviews here, it's safe to say I'm experiencing the same problem. I'm using huawei and started this month, i cannot use either gofood or goride. It's always said that i need to enable my location. But my location was always enabled and always on. So because of that problem, i often ordered ride and foods from your opponent Grab because their app was fine. It's your lost gojek, you made people changed to grab because people can't use your app.",2,negatif,0
"My gojek is force close when i open it, why?",2,negatif,0
Please make it available to order food or ride for another city. Sometimes I have to order things from this app for my family who's in another city. Their phones do not support to install this app. So plase Gojek make us able to order things easily for another people in another city or even island by this app,2,negatif,0
plllssss add delete chat feature fast on android,2,negatif,0
"While I like Gojek for your GPS accuracy and availability and accuracy of location choice, but your drivers kept cancelling trips. I booked a car for my son every Thursday for the last 3 weeks and we are sure to have at least 1 cancellation each time. If we're lucky, we get 2 cancellations.",2,negatif,0
"Tried Gojek's vaccination promo. Initially it was free, (before surge time) but the rider took too long (approaching time said 6 mins but he took longer) and ultimately cancelled my ride. Thought to book again but the price surged and at that point I had to pay $8 (which meant my actual trip fare would be $23 and it wasn't worth the distance) didn't feel like there was a point in booking as I was already late. Ultimately felt pretty meaningless trying.",2,negatif,0
"Can't custom promo voucher in go food,always automatic applied",2,negatif,0
"I don't know what happen, but this app getting worse, driver who impolite, gofood that change the driver till the food is cold, no improvement from system,",2,negatif,0
"Mission nya error parah padahal udah ngejalanin task 2 nya sesuai prosedur tapi nggk dianggap berhasil, udah di tanyakan ke cs tapi jawabannya selalu ""mission anda kurang 1 task lagi"" Padahal udah aku selesaiin tapi nggk dianggep berhasil, bisa nggk sih kalau gopay plusku di ubah jadi gopay biasa lagi,",2,negatif,0
"tracking driver dari online shop tokopedia, drivernya tidak bergerak, tolong diperbaiki. update: koneksi internet sangat bagus. dan ada beberapa jg yg mengeluh hal yg sama dengan saya di kolom review ini, jd bukan problem saya sendiri",2,negatif,0
"Tried referral to friend, but where and how to get the referral code?",2,negatif,0
Picks the car that is furthest away from the pick up point. Minimum pick up time 15mins.,2,negatif,0
hard to got otp code,2,negatif,0
"Steep delivery prices compared to similar logistic and food app. Prices r hiked up before putting in disc. Used to have fair pricing system. Now you are charged by restaurant for take away and charged also for the platform fee, delivery fee is twice also compared to other app. Not to mention irrelevant customer support system... That are run by bots.",2,negatif,0
I often using go food to having some food. But recently the fare of delivering food is too expensive. Even it's only 1mile from my house. Could u please gofood to manage the price for delivering the food?,2,negatif,0
It is waste to give discounts for customers.. cause gojek now charging too much platform fees!!! Percuma lah kasih diskon ini itu.. platform fee nya kebanyakan...,2,negatif,0
Loading very often. Therefore is difficult to getting order,2,negatif,0
"So,so again...Thing?? Please again.?!",2,negatif,0
Greatness every day by GoJek.,2,negatif,0
it keeps refreshing while im making an order,2,negatif,0
"I have been using gojek for a very long time. But lately the app does not work very well, especially GoFood. I havent been able to use gofood for a couple weeks now. I have tried to reinstall etcetcetc but it just doesnt work ☹",2,negatif,0
"after updated to latest version, aplication can't open. Padahal internet lancar jaya. tolong diperbaiki. ini sdh hampir setahun begini. pernah uninstalled karena kesel. download lg pas ada keperluan. seminggu bisa pake. selanjutnya ngehang lagi g bisa open",2,negatif,0
Expensive ride,2,negatif,0
"Can't upgrade to gopay plus , instant rejected",2,negatif,0
App crash. I couldn't open the app it's always force closed,2,negatif,0
"App crashed suddenly, cant get in to home screen gojek",2,negatif,0
I only use this when i am in a rush bit by the time its here i alr am late,2,negatif,0
No need to show the review at gofood resto...the reviews is supposed to be between the restau and cust... U want to make the restaurant no order? Please don't show of the reviews... Because theres no proof that the fault is from the restaurant ...,2,negatif,0
Always bad maintenance.,2,negatif,0
"Its so annoying, everytine i scrolling to search resto or foods in goffod its keep freezing. My internet is good and all. I should close the app and open in again so i could scrolling again but yea ofc its keep stopping.",2,negatif,0
It's sooo hard to get the drivers.,2,negatif,0
"The app always error everytima i gave a rating for driver. Stuck at ""Done"" button and suddenly quiting the app",2,negatif,0
"People from other application users comes to Gojek because it's cheap. But now it's not anymore. Even if have many vouchers and discount , it starts from the high price then include the discount even to receive the normal ""high demand price"".. compared to before the price range is too much. Even after I had bad experience with money issues being deducted and going to the HR to get help , with no help return , I redownload it back thinking it's cheaper. But to compare other applications it's same",2,negatif,0
"I don't want to but Iam sorry that I need to give this 2 rate stars, recently it's hard to get ojek and car, drivers always canceled like 5 times and get nothing, it drives me a bit crazy when in urgent times also you can see my track record for that. I am already anak sultan in go club so please fixed the missing chain.",2,negatif,0
"Just don't use to buy some foods, sometimes error then driver can't contacted you. and then the order disappeared!",2,negatif,0
Looking for driver sampai 30 mnt padahal di sekitar titik jemput banyak driver. Pas peak time lebih gampang. Sengaja kah?,2,negatif,0
"it can't upgrade to gopay plus on android 9. That's something wrong with the camera features, in fact not full display. Please fix it on android 9. Thx",2,negatif,0
"I am really disappointed by your choice of driver. There are several nearby driver but you choose the furthest one, exactly when I need it fast. Please resolve this problems ASAP.",2,negatif,0
"Gofood platform feenya mahal banget udah kena takeaway charge juga terus platform juga, makanan nya udah naek dari harga aslinya",2,negatif,0
Pls fix your server,2,negatif,0
Always gives me drivers that are too far away and then bans me when I have to cancel,2,negatif,0
"What's going wrong with the new system updates? Have been trying to update it, past few days couldn't get it fix. Keep rotating Totally unable to use this apps",2,negatif,0
"After updates, the application for GoSend always crashed and force stopped every time I choose the delivery address. Already resetting my phone, uninstall and reinstalled the app still won't make any change about this.",2,negatif,0
"Good app with lots of features. Few suggestions to improve it : 1. GoFood is not at all friendly for people who cannot speak the local language. Please have an option to translate the menu options to English so that we can make sense of what is what. 2. Drivers send too many messages and ask too many questions. Please train them to perform their tasks with minimal supervision and guidance. 3. While saving home address, give an option to save complete address with house/apartment number",2,negatif,0
"The app is so slow now, gofood promos are so irrelevant, goclub loyalty is meaningless",2,negatif,0
Need to close and reopen the app to update driver's location. Otherwise it won't show accurate location of the driver. Pokémon Go is better than this.,2,negatif,0
I cannot seem to make any booking in the evening around 7pm. App keeps saying something is wrong and to try later! Can someone contact me please?,2,negatif,0
"1. Always get the furthest driver from my position, it wasting time. 2. Most of the drivers don't know road and map reading really well. In Indonesia: 1. Gila dapet supir jauh2 banget 10 menit, 15 menit, yg deket2 gak bisa apa??? 2. Driver pada gak bisa baca map",2,negatif,0
"The system gojek has will match you with any driver no matter how far they are from you. I waited 30 mins with 3 drivers cancelling on me after a 5-10 minute wait. Definitely don't recommend if you are in a rush, use Grab instead",2,negatif,0
There is no contact that i can contact to get help. I have been having prob with the account verification. And gojek keep asking me to contact Dukcapil which I already did. I replied and sent the screenshot of the confirmation but gojek CS keep telling that the prob is with the data at Dukcapil. It has been days I am trying to upgrade my status to gopay plus. And it keeps rejecting me. - Finally I can upgrade and do nothing. Not sure what the prob even CS is giving up if I am still not able to.,2,negatif,0
Drivers always pick me up at wrong location. No response from driver in chats.,2,negatif,0
"good UI and feature but still heavy, i think phone with only 1gb ram, this apps can""t run",2,negatif,0
I can't download this app,2,negatif,0
"I always used this app from a post 2 years. Unfortunately, this application quality has been decline. Sometimes, this app couldn't quick find the driver while im ordering gofood, then really take a lot of time to load and refresh this application really makes mu unconvient to use this app for a while. Until get fixed and improved, i wouldn't install this application",2,negatif,0
"unbelieveable! biaya aplikasi makin mahal tapi disisi lain kalo order seringkali disatuin sama orderan cust lain, kalo go send mungkin fine2 aja, tapi ini gofood, artinya nunggu pesanannya pada beres, klo jdi tujuan antar pertama mungkin gak masalah, tapi kalo kedua dst, dan titik antar'a berjauhan? Tolong dong jangan gitu. kita paka aplikasi ini untuk mempermudah dan mempercepat, bukan malah memperlambat",2,negatif,0
I got scammed,2,negatif,0
"Terrible, terrible, terrible driver system! Awful and bad realization. No queue or similar system. If no driver right now here (even if resto confirm and your food is ready) - you will suck. Need to order again and wait all the time. Now is 18pm and no drivers LOL, and it blocking my order. Go feed yourself! This is very stupid part of app. You should remake it, because this is dumb and dull.",2,negatif,0
Why only 2 stars? Food prices are higher than actual price at the restaurant. The markup sometimes are up to almost 100%.,2,negatif,0
"I've been using this app for several years now and even categorized as the highest customer category with multiple orders daily. But suddenly my account was locked do to false detection of multiple account logins from my one device (which never happened, I never even log out from my account let alone log in with other accounts). Sadly the only solution from Gojek is to log in from different device (which I dont have) and no intention at all in investigating further their false detection!",2,negatif,0
"It is day 2 of I cannot make order, it keep saying ""google play services updating"" I'sent 2 tickets on the app but the solutions are not helping",2,negatif,0
Using the services a lot. I often use this app for ordering Go-Car and lately i always get the driver that is like 13 mins away even though there are a LOT of drivers near me shown in the map when ordering. (Updated)They fix it for one or two order before going back to the same problem before. Will drain all my GoPay first before stopping to use the application completely feel really disappointed. Stars rating will remain,2,negatif,0
CS Late reponse if any issue,2,negatif,0
not a friendly apps. it charge directly you credit card even the payment type still cash and you need to pay twice. and also the extra payment like toll cannot be paid by credit card even you paid by credit card. need to pay the toll by cash or other payment method separately.,2,negatif,0
"It almosst 3 years after last time i use this app. But now when I want to use and recover my account, why its got an issue that I cant change my past number with teh new one",2,negatif,0
I can not update the apps nor re-install. How am I supposed to do then? I've tried many timea but failed,2,negatif,0
The app is faulty (unable to load price in the basket),2,negatif,0
The newest update makes u can't combos the promo coupon please fix this this is one of the reason i love bout gojek/gofood,2,negatif,0
"This new UI sucks, and this app taking somany disk space updating like crazy, confusing just make it simple like the old version. Modern-ish but confusing (make it below 200mb if you can and make it simple)",2,negatif,0
I can't order go food,2,negatif,0
"I used to love this app but recently I am unable to apply promos even when the minimum amount was reached. What's the point of giving vouchers if it doesn't work?! Also the way they change the ""treasure"" To only specific food vouchers (Hokben, Pizza Hut, MCD) and also NEW USERS ONLY VOUCHER FOR TOKOPEDIA makes me lose interest in using this app.",2,negatif,0
Gojek drivers good service. In 10 min can arrived. Helpfully for walking abilities. 🚶‍♀️,2,negatif,0
"I cancelled too many gosend bike drivers and was blocked for 1 hour!!! Actually, I tried my best to find someone to deliver my parcel. Some drivers accepted the order even though they were too far!!! Most of them didn't move! I think this part of App working has to be reconsidered.",2,negatif,0
"It's getting ""better"" with age. The driver its assigning me is getting further & further away. Can't wait to see it assign a driver from tuas to pick up in tampines.",2,negatif,0
"Absolutely unbelievable, this app usually allow us to use 2 vouchers in one order. After the update, you can now only use 1 voucher maximum. The order is now very expensive, including delivery fees.",2,negatif,0
The app keeps going to 463 ang mo kio as destination point on driver's phone but on mine it's 510700. Please help to delete any default,2,negatif,0
This app is good maybe,2,negatif,0
For GO FOOD: why now e cant to chat with bot for asked changing driver? i got ignored driver for my orders. the driver didnt come and we should contact customer service for the splution.,2,negatif,0
Why you give me a bonus voucher if I can apply them with current voucher.????,2,negatif,0
"Mostly good but when it's terrible it's just outright stupid, which of course biases my review. Because if there are more than 3 stores of the same franchise why would you top recommend me the one that is so far away? Not only does it make the driver suffer going so far, it creates delay and makes me pay more? Why? Seriously thought the expensive fee was due to surge pricing because the order was around dinner time. Weird recommendation",2,negatif,0
Delivery rate is still too high and discount also has condition. Why should anybdoy enjoy thisS ??,2,negatif,0
"Good and helpful app. But recently it can't load any menus or feature, so I uninstalled it. When I reinstalled the app, I can't logged in. It happens for several times, until now.",2,negatif,0
"UPDATE: fix the voucher application, because it can not be applied anymore on any transaction, even though it's there. I don't know why after such long years, now you guys just decide to mess this app up....",2,negatif,0
"The customer service is useless They never help in solving issues. After taking the call they will ask to hold and then disconnect the call, as they have no idea how to help customer . Has happened with me 2 times.",2,negatif,0
"There is a bug. When i want to tap ""see all"" in gofood and suddenly the history of my purchases is opened",2,negatif,0
You must top up first till the balance is sufficient so you can use that promo even though the total payment is below your balance if you use that promo,2,negatif,0
Bad at connecting to drivers,2,negatif,0
"Lack of promos, also some promos can't used even i already met/reach the requirement. And the app too heavy i don't know why...",2,negatif,0
Notorious for drivers cancelling on you way beyond the rate of grab and local taxis,2,negatif,0
It's super frustrating when gojek just shuts off in the middle of an order...do something bout it will you :/,2,negatif,0
Been using it for more than a year now but why is it taking hours for me to get a driver even tho its not a far delivery and its 1 pm in the afternoon,2,negatif,0
Bad cant cancel the order u even make it worse,2,negatif,0
Driver is always 10 mins ++ away from you and they somehow always take forever to come. When will this stop?,2,negatif,0
"Hello GoJek! I've been using Gojek for more than two years or more. Before I did the update, I had over 750 XP points. However, after I updated the application, it said something about maintenance. But, all of a sudden, my points became just 200 XP. What do I have to do? Who should I contact? I hope there is clarity and compensation for this problem. Thank you",2,negatif,0
"me and the driver cant get the order details, i think its a bug plz fix",2,negatif,0
"one day, ordered gofood, i was expecting the chat sound notification from the driver, there was never any sound, and BAM! the driver already arrived 10 minutes ago, no sound no notif, just angry driver waiting, now, i had to keep my phone on just to monitor where the bloody driver is, because i don't want to miss the driver again Its so dumb that chat notification rarely works, fix your notification! never had any problem with notification from other apps, just from this. i am on android 13",2,negatif,0
"frequent user but still potato server despite being a big company. what a shame, i wont be using it so much now,",2,negatif,0
Bad. Difficult to use the app. Especially change pick up point and chat with driver,2,negatif,0
Slow,2,negatif,0
The app always freeze and crash. Pls fix.,2,negatif,0
Raised their rates and they dont respond to incomplete food orders. Customer service is automated only. But its comvenient if you don't have any problems.,2,negatif,0
Don know wat is happening with Gojek..twice in 2 days..my destination defers with drivers destination upon boarding!!!,2,negatif,0
"I mainly only use it for going places and i had a good experience with it but lately, i encountered a lot of bad drivers, like they would scold me for canceling the drive and they would tell me how hard it is for they to get here or they would drive me to different destinations close to the one that i booked and also they would have completly different motorcycles/cars which made me hard to recognise them. Overall 2 star out of 5, 2 for the sometimes-cool drivers thats for sure",2,negatif,0
"Gojek become more and more expensive, I might consider other alternative",2,negatif,0
Make it more intereseting😃👍,4,positif,1
Thank you for helf,4,positif,1
Very helpfull. Good service.,4,positif,1
"More promo please. More people uses this it means u must increasw your promo for people will stay use this. Otherwise, the others same stuff will replace.",4,positif,1
So far so good,4,positif,1
Im into it,4,positif,1
Thank u gojek!,4,positif,1
Why couldn't I update latest menu which can change the destination direction?,4,positif,1
Over all helpfull,4,positif,1
Gojek's really hepful,4,positif,1
Amazing many many voucher...,4,positif,1
Go news is unnecessary. Sorting go points jg gada jd ribet kalo mau lihat2,4,positif,1
Good and keep improve,4,positif,1
I would give it 5 star if only I can buy Steam Wallet from it. Such a shame.,4,positif,1
"This is a great app for ordering transportation. But I can't review my ongoing orders. The ongoing order menu just show ""Server Busy"" and I can't cancel my other orders from there. I want a solution for this.",4,positif,1
yay just got 35k cash back of Internet payment... 😳,4,positif,1
"Please reduce the GPS usage, don't seek for GPS when opening the app, only when it's required. Five stars when this happen.",4,positif,1
"There are Drivers all around even though it just started not too long ago.Drivers have good attitude,drove with safety and the knowledge of which is the fastest road to reach the rider destination. The only part that I had realized was after 11.30pm onwards, there are not much driver to accept the ride.Best Rate among all the other private car companies. Please continue this kind of rate.From time to time, it will be even better if GOJEK comes up with promo codes after the vouchers had redeemed.",4,positif,1
"Easy to use app but map still needs to be more intuitive. Can't get rides at times but this should be resolved once they get more drivers. Pricing wise, it's reasonable even with the new surge in Singapore, but hopefully they don't push their luck, because look what happened to grab once people started complaining of sky high fares.",4,positif,1
In order to fight with Grab.. You guys need to come out with rewards point system..,4,positif,1
Been using GoJek in Singapore for last two weeks and loved it. Prices are lower via a vis Grab. Drivers are assigned much faster compared to Grab in which it is a pain to get a ride even with stratosperic surge price.. .. But i found a higher instances of rash driving compared to Grab. Guess many low stared or blacklisted drivers from Grab has jumber to GoJek App is much cleaner and easy to use compared to clunky and heavy Grab..,4,positif,1
"hope there's ""female driver"" option",4,positif,1
all runs well....,4,positif,1
"we are proud to be a gojek users, but at the bussy time ; morning/evening some times this app getting error. hard to make an order, even the drivers telling so about this problem ,where they could't takes any order from customer.",4,positif,1
could you please add in cancellation reasons: driver won't take dogs? thanks,4,positif,1
based on my experience using this transportation is good,4,positif,1
the app always often upgrade. it so annoying and also the ads,4,positif,1
update chat please so we can send the picture rather than move to WA,4,positif,1
they need to improve their service for the costumers.,4,positif,1
"great choice for human , not a robot.",4,positif,1
good app. language translater feature must be in this app. as per my experience i writes in english andr driver writes in bhasa. but i can not understand..,4,positif,1
nice aplication. can help all people connext they need.,4,positif,1
good aplication help us for any moment.,4,positif,1
much more better,4,positif,1
such complete experience,4,positif,1
This app is good,4,positif,1
so far good,4,positif,1
for future be better for customers thanks,4,positif,1
Nice but sometime very expensive,4,positif,1
"I often get a notification about some go ride or go car voucher, but i can't open up the voucher or even using it",4,positif,1
"easy to use and that good aplication,some driver it famous",4,positif,1
"enough helpful for innovation that created by owner, i never thought that the technology helps me in my mobility and other people too. keep sustain and increase your competitiveness advantages ya !",4,positif,1
"having trounle with my Gofood the picture isn't showing at all, try to force start the apps, restart my phone uninstall and install the app even clear cache but none of them fix the issue, will be muchly appreciated if you can help me fix this. thanks in advance",4,positif,1
"Often got error connection and please add ""mute notification"" setting especially for the promos",4,positif,1
good job bro,4,positif,1
"Overal the quality of user experience (in terms of application) is lower than its competitor (g***) which almost always gives the nearest driver to pick me up. On the contrary, gojek app frequently gives farther driver (leads to longer waiting time)",4,positif,1
love this app!! because this app help me to much thank you!!,4,positif,1
"Hey, everything is good, but the User Interface is kinda off. Don't really like the new font. Overall, great app, great service",4,positif,1
"sometimes, the point of picking is not match with google maps, it often goes farther or closer",4,positif,1
i used all my 10k voucher but cant claim my 50k,4,positif,1
Nice n friendly pools of drivers ... keep it up,4,positif,1
Its difficult to find gojek in the blind morning,4,positif,1
Too many ads now,4,positif,1
Good so far,4,positif,1
"I use this daily to arrive at school, but recently i ordered a go-bill game voucher that stayed ""in progress"" for 15 minutes so i Pressed the repeat button. But then it just Made another order which doubled how much i had to pay. And even then, my first order was still ""in progress""",4,positif,1
"Just good, not yet perfect.",4,positif,1
Thanks for fasilitas,4,positif,1
I write a review just to say that I really bothered by the reply suggestion popping up below the chat message box. I ALWAYS accidentally tap on it everytime I want to show the keyboard by tapping the message box. I love the app but please fix this.,4,positif,1
"lately i cant browse any vouchers, why?",4,positif,1
Room for improvement,4,positif,1
"it's not a lightweight app, non tolerant to the crappy internet Indonesia has. there are too many unneeded bloats, like services that already moved to go-life but still being put there. also the highly unnecessary Go-News, I don't care which celebrity going divorced for the sixth time or whatever!!!",4,positif,1
Need more promo👍,4,positif,1
All service so far good..,4,positif,1
Good but simetimes application too slow,4,positif,1
"Keep asking for ""enable location"", my GPS is on already",4,positif,1
Gojek is one of the Besy application for services people.,4,positif,1
I really enjoy the food delivery GoFood offers especially when there's a promos like vouchers and stuff like that. And the GoPay is oke because there are no additional taxes or anything. Keep improving.,4,positif,1
Application will be better,4,positif,1
"why 4? glad you ask. bc sometimes,well.. most of the times, I cheated on you guys bc the fare is more attractive. and by attractive i mean cheaper. lol.. but you have more options on food place section which is why its 4.",4,positif,1
"This app actually really helpful, but when I was trying to top up mobile data from here, there was no notification nor anything happening except my go pay already decreased from before... welp, I hope you guys can fix it and I leave 4 stars from 5 stars",4,positif,1
"works, never had a problem with the app, or the service. always had good drivers, always use car.",4,positif,1
Easy use and friendly,4,positif,1
"I spent almost 40 minutes just want to input my credit card to use the system, but was unable to get in.",4,positif,1
"When my driver was on his way delivering my food, the app was automatically deactivated all of sudden, and force me to update it. The driver was so confused as he couldn't contact me. This app can be abnormally funny sometimes.",4,positif,1
An ojek in every need 👍,4,positif,1
Helpful i always use this app everyday for order gofood,4,positif,1
Good,4,positif,1
Hey go jek.... I really enjoy to use it and very helpful but many time the application always error in the very urgent time... So please fix it... If u fix I gonna give 5 start.,4,positif,1
Good app for online transportation but recently the app lagging ,4,positif,1
"very good App, but can we have a Lite version?",4,positif,1
Very good,4,positif,1
Quite good,4,positif,1
Good for tourist  whose need online tranportation because easy to use. and for developer why this app so lagging now,4,positif,1
Good. But I need a lot of promo and discount.,4,positif,1
Why i can't opened the app after updated it! Asked me to update again and again! Whats wrong?,4,positif,1
Okay i really love this app but please update your app because lately so lagging,4,positif,1
Please update the GO Food price list and the restaurant which are not available anymore.,4,positif,1
wow nicee !!!,4,positif,1
Fitur Gosend nya kenapa sih ? Nge lag terus kalo mau di pake ? Kan berguna banget disaat kayak gini.,4,positif,1
Ok,4,positif,1
"Dear GoJek, I really appreciate the effort of making the app more practical based on some of reviews. Please, could you let us having the options to disable quick messages through app settings (not within chat mode), and we really desperately needs Dark mode to ease the eyes when using it at night. Thank You",4,positif,1
Connection problematic,4,positif,1
Blank,4,positif,1
It's been 3 days i can't open the application.. please fix the problem.. ☹☹,4,positif,1
It is useful and helpful application 👍,4,positif,1
I can see the image of the menu at go food. Please kindly help me.,4,positif,1
Excellent,4,positif,1
"Recently on june or july 2020, I got unpleasant experiences. I try to keep my gopay fulfilled before I ordered, but I don't know why I automatically pay 'Cash' while using GoCar. After several days I just realized that I haven't paid for him because the driver didn't tell me. Fortunately, I can pay him by Gopay, thanks to the feature 'help' 'i haven't paid'. I wish the driver has accepted my Gopay coz i really feel bad for him because I just thought that I have paid using Gopay.",4,positif,1
Good aplikation,4,positif,1
Give one more star but not yet reach full star cause I still found some drivers are not aware of location... my home location is on main road and some of them is oftenly missed like 50m away from the spot.. It's kind of annoying tho.. but overall I like Go Jek more than other.. 👍,4,positif,1
Good application....very usefullllll,4,positif,1
Cool app,4,positif,1
This app is helpful,4,positif,1
Quite nice....,4,positif,1
Good,4,positif,1
Good,4,positif,1
amazing,4,positif,1
Good ride application,4,positif,1
Barely used this but it's good for takeaways.,4,positif,1
Good apk,4,positif,1
good,4,positif,1
so helpful in all condition ^^,4,positif,1
nice overall fix,4,positif,1
"Can't check vouchers etc while on travel. Also, no vouchers to redeem, no point.",4,positif,1
Please note halal and non halal food on you gofood,4,positif,1
Good and useful apps. However theres too much advertisement on the latest user interface. Confusing.,4,positif,1
go food for life.,4,positif,1
Awesome,4,positif,1
good,4,positif,1
Satisfied,4,positif,1
So far so good,4,positif,1
Good,4,positif,1
Good,4,positif,1
"Much better than before. Maybe some people could find the UX is confusing, but for me all is good. And please give me more gofood voucher, ok?",4,positif,1
Realy useful for me,4,positif,1
So helpful...,4,positif,1
Good app and cheap price,4,positif,1
Less discount and Promo during recent year,4,positif,1
So far so good,4,positif,1
Good,4,positif,1
"Please, repair accuration GPS",4,positif,1
"for the GoJek, please please so that there are features of the credit so Gojek 🙏",4,positif,1
"I like, it helps a lot in mobilization, but can you add a technician like plumbing, electricity in the handle. I have a service price issue with the technician",4,positif,1
nice vouchers go ride make the price really cheap,4,positif,1
Some features are so hard to find,4,positif,1
"this app is good. but can you compress the app and make all the gojek content running effectively? or, you just separate those content like gopay, go send and more to individual app, be just go jek or just go send and have their special content there? the opening and loading in the app is usually sucks, but gopay feature is became commonly in indonesia, so i want to use just gopay anyway. but thank you before, and keep going through.",4,positif,1
Ok,4,positif,1
"Please enable feature confirmation of payment method (gopay or cash) before ordering food / ojek. Or at least set gopay as a primary payment method for every order, not cash.",4,positif,1
Helpfull app for me. Thx,4,positif,1
"Good job Gojek, now you have reactivated my Paylater.",4,positif,1
ok,4,positif,1
I'm lazy to get food on my own so this app is pretty good,4,positif,1
Very help app,4,positif,1
"UPDATE: Getting better amd the services improved quite significant OLD: Although the service is good but I somehow get irritated everytime i finished the ride it always ask 2-3 times about the driver ratings, second is the apps always has an error in busy time, just fix it and it will be a good overall services",4,positif,1
Good,4,positif,1
"Needs better location update, otherwise great.",4,positif,1
The bestttt,4,positif,1
This apps quite useful in Indonesia,4,positif,1
Sometime hard to get driver and sometime cancel by driver too,4,positif,1
Ok,4,positif,1
User friendly,4,positif,1
Pricy,4,positif,1
Wow. Gojek has improved. Please keep up the good work,4,positif,1
Decent service,4,positif,1
You must really put a serious consideration for the map application...,4,positif,1
Please update the menu options for gofood. And pls improve your UI/UX for your customer queries.,4,positif,1
Helpful,4,positif,1
Why it is crash?,4,positif,1
Good enough,4,positif,1
"Can't change driver even driver already 5km from resto. Are you f*kn kidding me? It takes 2 hours for me to wait my food delivered, and the worst is I already contact CS for several times but none answer my call. What a true professional company it is.",4,positif,1
"Helpful, but please keep maintain to prevent bugs",4,positif,1
OK,4,positif,1
Simple helpful,4,positif,1
Gojek is better,4,positif,1
Pleaseeeeee fix the serveeeeeer asap,4,positif,1
Please fix the picture bug it keep not showing in the app,4,positif,1
Good,4,positif,1
Sometime the address I key is my house address. Then after I go up the car the address will suddenly go wrongly to other place.N most important no customers service no to call....,4,positif,1
Delay notification,4,positif,1
Very useful and convenient app 👍,4,positif,1
not user friendly,4,positif,1
Good,4,positif,1
Please fix the application for food deliveries. Its been a few days since i can not order any food with mentioned server is busy.,4,positif,1
"Help in my daily, but i feel easy to laggy and seems heavy for my phone",4,positif,1
Need improvement on pickup points which is not available on map.,4,positif,1
1 star for gofood canceled procesudures,4,positif,1
I liked the app,4,positif,1
"I feel very sorry that up to now,I still cannot get the new one GOJEK aplication. I failed to try up dating the new one. I already use the ""netflix"". But I think it didn't work...",4,positif,1
Good,4,positif,1
"This app is good, but i little bit confused to use the main feature in this app maybe by adding tutorial will help a new user like me",4,positif,1
A must have basic app to navigate Indonesia's various capital cities.,4,positif,1
So far so good,4,positif,1
Reasonable if can reduce more on fares.😀,4,positif,1
Please have the setting that costumer can also end the order. So that costumer can confirm the order is received and not just letting the driver to confirm everything. After that the driver didn't deliver the food and end the order. I got this problem right now. And still don't have any solving at my problem at all,4,positif,1
Yes. Quite different from another,4,positif,1
"I don't know why I can't choose Gopay as a method of payment (I already checked it and there's no such payment option for both Goride and Gofood). This happens since yesterday (I used it in Friday and it was OK). I already topped up some credit. But it happened and so does this morning. I am in a Monday morning rush. I updated the app, restarted my phone and nothing happened to be fixed. Thanks for wasting my time and getting me into trouble 😡👎👎👎",4,positif,1
Hope All driver Attitude must improve must be polite to customers,4,positif,1
I have good experience with all gojek services,4,positif,1
Nice apps,4,positif,1
Awesome,4,positif,1
Greattt app but please more voucher,4,positif,1
"Best app for taxi and delivery in Indonesia, but it's really sad, that GoPay balance couldn't be top upped with foreign bank card. Going to the Alfamart to top up the balance is always really annoying, especially if it's far from you.",4,positif,1
"I forgive, plz always announce your maintance, because your features is actually an infrastructure, the responsibility is huge",4,positif,1
The rate is getting expensive. You should provide subscription on GoRide for loyal customers.,4,positif,1
easy to use and there are many options for customers. more way better than grab.,4,positif,1
"It gives great discount vouchers to use for ur ride even When u use cash, unlike other similar apps which doesn't gives.",4,positif,1
"the last is, some of the driver didn't know the right direction",4,positif,1
Okay this app like my half of life because im a lazy person,4,positif,1
My orders is not showing up please fix this bug,4,positif,1
Good services,4,positif,1
Could you please add an option so that you can top up using Google Credit?,4,positif,1
Nice and excellent app but while it rains outside hardly to find drivers,4,positif,1
Good app overall.,4,positif,1
"Live update needs abit more of work. However, price wise is more reasonable.",4,positif,1
"I enjoy using gojek apps, but sometimes it freeze, hang and loading very slow, maps tracker for driver sometimes not accurate. Please fix it, thank you",4,positif,1
Having trouble with OTP,4,positif,1
pretty nice,4,positif,1
Where is the filter button :(,4,positif,1
The Drivers have no attitude. Beware,4,positif,1
the service really Nice but please develop more the app sometimes its slow ,4,positif,1
Improvements indeed,4,positif,1
Works fine,4,positif,1
Its working,4,positif,1
Good,4,positif,1
"At first it was really good and helpful. Unfortunately, lately this company has become such a bloodsucking-profit oriented company",4,positif,1
"Great apps, easy to use, and pretty design it's a nice experience to use this apps",4,positif,1
